processo_numero;processo_ocorrencia
8132559119;Não há Ocorrência para essa Solicitação
8132522218;Não há Ocorrência para essa Solicitação
8132492618;Não há Ocorrência para essa Solicitação
8132466319;Arvores em Risco
8132429218;Imoveis com Danos/Risco
8132417219;Imoveis com Danos/Risco
8132388418;Não há Ocorrência para essa Solicitação
8132385319;Não há Ocorrência para essa Solicitação
8132374318;Não há Ocorrência para essa Solicitação
8132346018;Muro com Danos
8132336219;Imoveis com Danos/Risco
8132323819;Não há Ocorrência para essa Solicitação
8132236018;Não há Ocorrência para essa Solicitação
8132173818;Imoveis com Danos/Risco
8132145418;Não há Ocorrência para essa Solicitação
8132138818;Imoveis com Danos/Risco
8132135719;Não há Ocorrência para essa Solicitação
8132102119;Imoveis com Danos/Risco
8132043519;Muro com Danos
8132015119;Imoveis com Danos/Risco
8131994619;Muro com Danos
8131983618;Não há Ocorrência para essa Solicitação
8131966219;Não há Ocorrência para essa Solicitação
8131962719;Não há Ocorrência para essa Solicitação
8131959619;Imoveis com Danos/Risco
8131807318;Não há Ocorrência para essa Solicitação
8131755119;Imoveis com Danos/Risco
8131709118;Imoveis com Danos/Risco
8131623018;Imoveis com Danos/Risco
8131607418;Muro com Danos
8131591919;Produtos Quimicos Perigosos
8131586718;Imoveis com Danos/Risco
8131576118;Imoveis com Danos/Risco
8131576118;Desabamento Parcial Imoveis
8131570119;Não há Ocorrência para essa Solicitação
8131566419;Não há Ocorrência para essa Solicitação
8131554818;Imoveis com Danos/Risco
8131552319;Não há Ocorrência para essa Solicitação
8131545719;Não há Ocorrência para essa Solicitação
8131537419;Não há Ocorrência para essa Solicitação
8131505519;Não há Ocorrência para essa Solicitação
8131458719;Não há Ocorrência para essa Solicitação
8131400919;Imoveis com Danos/Risco
8131395519;Imoveis com Danos/Risco
8131354918;Não há Ocorrência para essa Solicitação
8131344119;Imoveis com Danos/Risco
8131250719;Imoveis com Danos/Risco
8131217118;Não há Ocorrência para essa Solicitação
8131216319;Imoveis com Danos/Risco
8131183819;Não há Ocorrência para essa Solicitação
8131172619;Não há Ocorrência para essa Solicitação
8131104019;Não há Ocorrência para essa Solicitação
8131086219;Imoveis com Danos/Risco
8131078019;Imoveis com Danos/Risco
8131058919;Produtos Quimicos Perigosos
8130957019;Não há Ocorrência para essa Solicitação
8130896019;Imoveis com Danos/Risco
8130868719;Imoveis com Danos/Risco
8130763218;Não há Ocorrência para essa Solicitação
8130746919;Não há Ocorrência para essa Solicitação
8130744619;Não há Ocorrência para essa Solicitação
8130717919;Não há Ocorrência para essa Solicitação
8130685019;Não há Ocorrência para essa Solicitação
8130579519;Imoveis com Danos/Risco
8130565419;Muro com Danos
8130565419;Imoveis com Danos/Risco
8130562519;Imoveis com Danos/Risco
8130556718;Não há Ocorrência para essa Solicitação
8130552019;Imoveis com Danos/Risco
8130547818;Imoveis com Danos/Risco
8130530619;Não há Ocorrência para essa Solicitação
8130510519;Imoveis com Danos/Risco
8130454819;Arvores em Risco
8130354319;Não há Ocorrência para essa Solicitação
8130349118;Imoveis com Danos/Risco
8130339419;Imoveis com Danos/Risco
8130301719;Não há Ocorrência para essa Solicitação
8130296518;Não há Ocorrência para essa Solicitação
8130284718;Imoveis com Danos/Risco
8130284718;Muro com Danos
8130279119;Arvores em Risco
8130241419;Não há Ocorrência para essa Solicitação
8130236218;Não há Ocorrência para essa Solicitação
8130098918;Não há Ocorrência para essa Solicitação
8130087519;Não há Ocorrência para essa Solicitação
8130063919;Não há Ocorrência para essa Solicitação
8129846319;Não há Ocorrência para essa Solicitação
8129839918;Não há Ocorrência para essa Solicitação
8129816918;Não há Ocorrência para essa Solicitação
8129782718;Imoveis com Danos/Risco
8129777318;Não há Ocorrência para essa Solicitação
8129743118;Desabamento Parcial Imoveis
8129708118;Não há Ocorrência para essa Solicitação
8129697819;Imoveis com Danos/Risco
8129573719;Imoveis com Danos/Risco
8129496219;Não há Ocorrência para essa Solicitação
8129488019;Imoveis com Danos/Risco
8129447119;Imoveis com Danos/Risco
8129430119;Arvores em Risco
8129429518;Não há Ocorrência para essa Solicitação
8129421219;Imoveis com Danos/Risco
8129395119;Imoveis com Danos/Risco
8129259218;Não há Ocorrência para essa Solicitação
8129247418;Imoveis com Danos/Risco
8129245118;Imoveis com Danos/Risco
8129234018;Imoveis com Danos/Risco
8129234018;Invasao de Terreno de Auxilio Moradia
8129202018;Imoveis com Danos/Risco
8129200818;Imoveis com Danos/Risco
8129193019;Arvores em Risco
8129176819;Imoveis com Danos/Risco
8129123318;Não há Ocorrência para essa Solicitação
8129086018;Não há Ocorrência para essa Solicitação
8129080218;Imoveis com Danos/Risco
8129069918;Não há Ocorrência para essa Solicitação
8129019118;Invasao de Terreno de Auxilio Moradia
8128883219;Desabamento Parcial Imoveis
8128874319;Arvores em Risco
8128870819;Não há Ocorrência para essa Solicitação
8128863119;Imoveis com Danos/Risco
8128753318;Não há Ocorrência para essa Solicitação
8128697618;Imoveis com Danos/Risco
8128608119;Imoveis com Danos/Risco
8128600019;Imoveis com Danos/Risco
8128577919;Não há Ocorrência para essa Solicitação
8128567518;Imoveis com Danos/Risco
8128566719;Não há Ocorrência para essa Solicitação
8128558618;Imoveis com Danos/Risco
8128536019;Não há Ocorrência para essa Solicitação
8128457319;Não há Ocorrência para essa Solicitação
8128452119;Imoveis com Danos/Risco
8128439718;Muro com Danos
8128425419;Não há Ocorrência para essa Solicitação
8128334919;Não há Ocorrência para essa Solicitação
8128312519;Não há Ocorrência para essa Solicitação
8128284119;Arvores em Risco
8128204819;Imoveis com Danos/Risco
8128202519;Imoveis com Danos/Risco
8128201018;Imoveis com Danos/Risco
8128147419;Muro com Danos
8128144718;Não há Ocorrência para essa Solicitação
8128143919;Imoveis com Danos/Risco
8128112619;Não há Ocorrência para essa Solicitação
8128110319;Não há Ocorrência para essa Solicitação
8128070119;Não há Ocorrência para essa Solicitação
8128049219;Muro com Danos
8128016719;Imoveis com Danos/Risco
8128004919;Imoveis com Danos/Risco
8127992418;Não há Ocorrência para essa Solicitação
8127968419;Imoveis com Danos/Risco
8127933619;Não há Ocorrência para essa Solicitação
8127927619;Imoveis com Danos/Risco
8127895719;Não há Ocorrência para essa Solicitação
8127827119;Não há Ocorrência para essa Solicitação
8127803519;Imoveis com Danos/Risco
8127785918;Não há Ocorrência para essa Solicitação
8127761019;Não há Ocorrência para essa Solicitação
8127673419;Não há Ocorrência para essa Solicitação
8127643819;Imoveis com Danos/Risco
8127640018;Não há Ocorrência para essa Solicitação
8127584318;Não há Ocorrência para essa Solicitação
8127544118;Não há Ocorrência para essa Solicitação
8127538019;Imoveis com Danos/Risco
8127523219;Imoveis com Danos/Risco
8127511618;Não há Ocorrência para essa Solicitação
8127482419;Não há Ocorrência para essa Solicitação
8127467519;Não há Ocorrência para essa Solicitação
8127381518;Não há Ocorrência para essa Solicitação
8127321019;Não há Ocorrência para essa Solicitação
8127286019;Não há Ocorrência para essa Solicitação
8127266118;Incendios
8127248318;Não há Ocorrência para essa Solicitação
8127230519;Muro com Danos
8127224519;Deslizamentos de Barreiras
8127217018;Invasao de Terreno de Auxilio Moradia
8127215818;Não há Ocorrência para essa Solicitação
8127199019;Não há Ocorrência para essa Solicitação
8127197018;Não há Ocorrência para essa Solicitação
8127186619;Muro com Danos
8127186619;Imoveis com Danos/Risco
8127111818;Arvores em Risco
8127075019;Não há Ocorrência para essa Solicitação
8127071419;Não há Ocorrência para essa Solicitação
8127067719;Não há Ocorrência para essa Solicitação
8127061919;Arvores em Risco
8127043019;Não há Ocorrência para essa Solicitação
8127014218;Não há Ocorrência para essa Solicitação
8127001619;Imoveis com Danos/Risco
8127000118;Não há Ocorrência para essa Solicitação
8126999319;Imoveis com Danos/Risco
8126988119;Não há Ocorrência para essa Solicitação
8126984619;Não há Ocorrência para essa Solicitação
8126976319;Não há Ocorrência para essa Solicitação
8126967419;Não há Ocorrência para essa Solicitação
8126948118;Desabamento Parcial Imoveis
8126938419;Não há Ocorrência para essa Solicitação
8126929519;Imoveis com Danos/Risco
8126915419;Não há Ocorrência para essa Solicitação
8126869219;Não há Ocorrência para essa Solicitação
8126865719;Invasao de Terreno de Auxilio Moradia
8126841019;Imoveis com Danos/Risco
8126836918;Não há Ocorrência para essa Solicitação
8126806218;Não há Ocorrência para essa Solicitação
8126785319;Não há Ocorrência para essa Solicitação
8126782419;Não há Ocorrência para essa Solicitação
8126755719;Não há Ocorrência para essa Solicitação
8126690418;Não há Ocorrência para essa Solicitação
8126663519;Imoveis com Danos/Risco
8126663519;Muro com Danos
8126642819;Não há Ocorrência para essa Solicitação
8126583119;Não há Ocorrência para essa Solicitação
8126542319;Imoveis com Danos/Risco
8126532819;Não há Ocorrência para essa Solicitação
8126513319;Imoveis com Danos/Risco
8126506918;Imoveis com Danos/Risco
8126505019;Imoveis com Danos/Risco
8126503018;Não há Ocorrência para essa Solicitação
8126498618;Não há Ocorrência para essa Solicitação
8126480018;Imoveis com Danos/Risco
8126458418;Produtos Quimicos Perigosos
8126455518;Não há Ocorrência para essa Solicitação
8126446419;Imoveis com Danos/Risco
8126440818;Não há Ocorrência para essa Solicitação
8126404118;Não há Ocorrência para essa Solicitação
8126386119;Imoveis com Danos/Risco
8126371419;Não há Ocorrência para essa Solicitação
8126361018;Não há Ocorrência para essa Solicitação
8126324818;Não há Ocorrência para essa Solicitação
8126308218;Não há Ocorrência para essa Solicitação
8126262019;Não há Ocorrência para essa Solicitação
8126223519;Imoveis com Danos/Risco
8126215219;Imoveis com Danos/Risco
8126196018;Não há Ocorrência para essa Solicitação
8126139618;Imoveis com Danos/Risco
8126109819;Imoveis com Danos/Risco
8126070419;Não há Ocorrência para essa Solicitação
8125947118;Imoveis com Danos/Risco
8125947118;Muro com Danos
8125923518;Não há Ocorrência para essa Solicitação
8125920618;Não há Ocorrência para essa Solicitação
8125910919;Não há Ocorrência para essa Solicitação
8125907819;Não há Ocorrência para essa Solicitação
8125898919;Imoveis com Danos/Risco
8125864719;Imoveis com Danos/Risco
8125852919;Imoveis com Danos/Risco
8125779019;Imoveis com Danos/Risco
8125719719;Imoveis com Danos/Risco
8125682619;Imoveis com Danos/Risco
8125661919;Não há Ocorrência para essa Solicitação
8125656519;Imoveis com Danos/Risco
8125644719;Muro com Danos
8125633519;Não há Ocorrência para essa Solicitação
8125605318;Não há Ocorrência para essa Solicitação
8125598519;Não há Ocorrência para essa Solicitação
8125577018;Não há Ocorrência para essa Solicitação
8125559019;Deslizamentos de Barreiras
8125513019;Imoveis com Danos/Risco
8125494519;Deslizamentos de Barreiras
8125464919;Imoveis com Danos/Risco
8125455019;Imoveis com Danos/Risco
8125447918;Imoveis com Danos/Risco
8125422419;Invasao de Terreno de Auxilio Moradia
8125422419;Imoveis com Danos/Risco
8125416419;Imoveis com Danos/Risco
8125414119;Imoveis com Danos/Risco
8125410619;Não há Ocorrência para essa Solicitação
8125404619;Não há Ocorrência para essa Solicitação
8125374019;Não há Ocorrência para essa Solicitação
8125306419;Não há Ocorrência para essa Solicitação
8125301219;Não há Ocorrência para essa Solicitação
8125285918;Imoveis com Danos/Risco
8125266418;Não há Ocorrência para essa Solicitação
8125216519;Imoveis com Danos/Risco
8125192919;Imoveis com Danos/Risco
8125161619;Imoveis com Danos/Risco
8125143819;Não há Ocorrência para essa Solicitação
8125131019;Muro com Danos
8125113119;Deslizamentos de Barreiras
8125088918;Não há Ocorrência para essa Solicitação
8125057419;Não há Ocorrência para essa Solicitação
8125050019;Imoveis com Danos/Risco
8125040419;Não há Ocorrência para essa Solicitação
8125010018;Não há Ocorrência para essa Solicitação
8124997319;Imoveis com Danos/Risco
8124997319;Invasao de Terreno de Auxilio Moradia
8124995019;Invasao de Terreno de Auxilio Moradia
8124995019;Imoveis com Danos/Risco
8124991519;Não há Ocorrência para essa Solicitação
8124968319;Imoveis com Danos/Risco
8124951518;Imoveis com Danos/Risco
8124949018;Imoveis com Danos/Risco
8124949018;Muro com Danos
8124941819;Imoveis com Danos/Risco
8124941819;Deslizamentos de Barreiras
8124936419;Não há Ocorrência para essa Solicitação
8124928119;Não há Ocorrência para essa Solicitação
8124912819;Não há Ocorrência para essa Solicitação
8124907419;Arvores em Risco
8124883018;Invasao de Terreno de Auxilio Moradia
8124832618;Imoveis com Danos/Risco
8124828719;Imoveis com Danos/Risco
8124826419;Imoveis com Danos/Risco
8124696518;Invasao de Terreno de Auxilio Moradia
8124671019;Imoveis com Danos/Risco
8124664419;Não há Ocorrência para essa Solicitação
8124656119;Imoveis com Danos/Risco
8124641419;Não há Ocorrência para essa Solicitação
8124575119;Imoveis com Danos/Risco
8124471119;Não há Ocorrência para essa Solicitação
8124454019;Não há Ocorrência para essa Solicitação
8124444419;Muro com Danos
8124444419;Imoveis com Danos/Risco
8124442119;Muro com Danos
8124442119;Imoveis com Danos/Risco
8124432818;Desabamento Parcial Imoveis
